PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
Kepler-102 e,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-102 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-104 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-104 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-11 e,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-11 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-125 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-125 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-126 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-126 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-127 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-127 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-138 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-138 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-138 d,Transmission,Piaulet et al. 2022,7,Multiple Instruments,Multiple Observatories,0.66,4.5,2458844.5603,2458844.5603,Updated HST and Spitzer results.
Kepler-14 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-14 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-18 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-18 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-18 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-18 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-20 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-20 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-20 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-20 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-22 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-22 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-236 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-236 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-249 d,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-249 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-25 b,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-25 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-25 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-25 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-26 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-26 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-32 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-32 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-37 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-37 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-49 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-49 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-5 b,Eclipse,D&eacute;sert et al. 2011,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 2
Kepler-51 d,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
Kepler-6 b,Eclipse,D&eacute;sert et al. 2011,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 2
Kepler-61 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-61 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-62 e,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-62 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-68 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-68 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-9 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
Kepler-9 c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
Kepler-93 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-93 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-94 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-94 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
L 168-9 b,Transmission,Bouwman et al. 2023,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,2458844.5603,2458844.5603,CASCADe Pipeline
L 168-9 b,Transmission,Bouwman et al. 2023,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,2458844.5603,2458844.5603,Eureka! Pipeline
L 168-9 b,Transmission,Alam et al. 2025,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,2459083.3564,2459083.3564,ExoTiC-MIRI/LRS reduction
L 168-9 b,Transmission,Alam et al. 2025,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,2458844.5603,2458844.5603,"weighted average combined G395H MIRI spectrum, Figure 7"
L 168-9 b,Transmission,Alam et al. 2025,53,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0628,2460098.9629,2460098.9629,"Aesop reduction, G395H, Visit 1"
L 168-9 b,Transmission,Alam et al. 2025,53,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0628,2460114.3797,2460114.3797,"Aesop reduction, G395H, Visit 2"
L 168-9 b,Transmission,Alam et al. 2025,53,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0628,2460122.7887,2460122.7887,"Aesop reduction, G395H, Visit 3"
L 168-9 b,Transmission,Alam et al. 2025,53,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.883,5.0628,2458844.5603,2458844.5603,"weighted average combined G395H MIRI spectrum, Figure 7"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458888.8935,2458888.8935,"Table 3, Visit 1"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458947.4739,2458947.4739,"Table 3, Visit 2"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,"Table 3, weighted average"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2459269.6696,2459269.6696,"Table 3, Visit 5"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2459179.542,2459179.542,"Table 3, Visit 4"
L 98-59 b,Transmission,Damiano et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2459120.9646,2459120.9646,"Table 3, Visit 3"
L 98-59 b,Transmission,Bello-Arufe et al. 2025,218,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.875,5.165,2458844.5603,2458844.5603,"G395H, Eureka"
L 98-59 b,Transmission,Bello-Arufe et al. 2025,80,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7245,5.1004,2458844.5603,2458844.5603,"G395H, Firefly"
L 98-59 c,Transmission,Scarsdale et al. 2024,109,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8122,5.0728,2460135.1051,2460135.1051,"G395H mode, ExoTiC-JEDI pipeline, Visit 1"
L 98-59 c,Transmission,Scarsdale et al. 2024,109,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.812,5.0725,2460138.7958,2460138.7958,"G395H mode, ExoTiC-JEDI pipeline, Visit 2"
L 98-59 c,Transmission,Scarsdale et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460138.7958,2460138.7958,"G395H mode, Eureka! pipeline, Visit 2"
L 98-59 c,Transmission,Scarsdale et al. 2024,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460135.1051,2460135.1051,"G395H mode, Eureka! pipeline, Visit 1"
L 98-59 c,Transmission,Barclay et al. 2023,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.137,1.639,2458946.7068,2458946.7068,From Table 3
L 98-59 d,Transmission,Gressier et al. 2024,55,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8768,5.1467,2460121.1125,2460121.1125,"transitspectroscopy reduction, R~100; G395H"
LHS 1140 b,Transmission,Cadieux et al. 2024,142,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6534,2.6515,2458844.5603,2458844.5603,Table B1
LHS 1140 b,Transmission,Damiano et al. 2024,39,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.678,3.0522,2458844.5603,2458844.5603,"Table 8, G235H grating"
LHS 1140 b,Transmission,Damiano et al. 2024,37,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.9021,5.1503,2458844.5603,2458844.5603,"Table 9, G395H grating"
LHS 1140 c,Eclipse,Fortune et al. 2025,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2458844.5603,2458844.5603,Joint-fit aperture extraction GPs; combined 3 eclipses
LHS 1140 c,Transmission,Cadieux et al. 2024,142,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6534,2.6515,2458844.5603,2458844.5603,Table B1
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3382,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.809,5.175,2458844.5603,2458844.5603,FIREFLy pipeline
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3370,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7872,5.1497,2458844.5603,2458844.5603,Tiberius pipeline
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3284,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8843,5.1768,2458844.5603,2458844.5603,Eureka! pipeline
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,56,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8287,5.1436,2458844.5603,2458844.5603,FIREFLy pipeline (low resolution)
LTT 1445 A b,Eclipse,Wachiraphan et al. 2025,20,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.2495,11.8142,2458844.5603,2458844.5603,"Table 3, Eureka! pipeline, Combined Visits"
LTT 1445 A b,Eclipse,Wachiraphan et al. 2025,20,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.2477,11.8128,2458844.5603,2458844.5603,"Table 2, SPARTA pipeline, Combined Visits"
LTT 1445 A b,Transmission,Diamond-Lowe et al. 2023,20,LDSS-3C,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),0.63,1.01,2458844.5603,2458844.5603,Combination of four data sets
LTT 9779 b,Eclipse,Coulombe et al. 2025,32,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6156,2.7893,2458844.5603,2458844.5603,Extended Data Figure 4
LTT 9779 b,Transmission,Edwards et al. 2023,38,Wide Field Camera 3,Hubble Space Telescope satellite,0.8375,1.6294,2458844.5603,2458844.5603,Unknown
LTT 9779 b,Transmission,Radica et al. 2024,227,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6064,2.7286,2458844.5603,2458844.5603,SOSS mode
Luhman 16 b,Direct Imaging,Biller et al. 2024,194,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.1715,11.1035,2460134.0517,2460134.0517,single date stamp; all 219 available on zenodo
Luhman 16 b,Direct Imaging,Biller et al. 2024,369,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.7804,5.225,2460134.4175,2460134.4175,single date stamp; all 219 available on zenodo
PDS 70 b,Direct Imaging,Christiaens et al. 2024,2,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.874,4.834,2460011.5,2460011.5,Unknown
PDS 70 c,Direct Imaging,Christiaens et al. 2024,2,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,1.874,4.834,2460011.5,2460011.5,Unknown
Qatar-1 b,Eclipse,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.15,2.15,2458844.5603,2458844.5603,"Table 5, Qatar-1 Ks band"
Qatar-1 b,Eclipse,Garhart et al. 2018,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1
Qatar-1 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
Qatar-1 b,Transmission,von Essen et al. 2017,12,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.53,0.704,2458844.5603,2458844.5603,Unknown
Qatar-1 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,2458844.5603,2458844.5603,Unknown
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,2458844.5603,2458844.5603,Unknown
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,1,Wide-field InfraRed Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,1.083,1.083,2458844.5603,2458844.5603,Unknown
TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460277.5,2460277.5,"F1500W filter, Visit 1"
TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2458844.5603,2458844.5603,"F1500W filter, Joint fitting"
TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460279.5,2460279.5,"F1500W filter, Visit 2"
TOI-1468 b,Eclipse,Meier Vald&eacute;s et al. 2025,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,2460326.5,2460326.5,"F1500W filter, Visit 3"
TOI-1685 b,Eclipse,Luque et al. 2025,10,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.931,5.037,2458844.5603,2458844.5603,"Table 3, Prayer bead-Low-resolution emission spectrum (Combined)"
TOI-1685 b,Transmission,Luque et al. 2025,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,2458844.5603,2458844.5603,"Table 7, Tiberius reduction, NRS1"
TOI-1685 b,Transmission,Luque et al. 2025,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,2458844.5603,2458844.5603,"Table 7, ExoTOC-JEDI reduction, NRS1"
TOI-1685 b,Transmission,Luque et al. 2025,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,2458844.5603,2458844.5603,"Table 8, Eureka! reduction, NRS2"
TOI-1685 b,Transmission,Luque et al. 2025,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,2458844.5603,2458844.5603,"Table 8, Tiberius reduction, NRS2"
TOI-1685 b,Transmission,Luque et al. 2025,40,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.84,5.155,2458844.5603,2458844.5603,"Table 8, ExoTIC-JEDI reduction, NRS2"
TOI-1685 b,Transmission,Luque et al. 2025,26,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8605,3.6985,2458844.5603,2458844.5603,"Table 7, Eureka! reduction, NRS1"
TOI-270 c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
TOI-270 d,Transmission,Mikal-Evans et al. 2023,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.634,2458844.5603,2458844.5603,Unknown
TOI-270 d,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
TOI-431 b,Eclipse,Monaghan et al. 2025,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,weighted average
TOI-4438 b,Transmission,Goffo et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,2458844.5603,2458844.5603,Table 2
TOI-4438 b,Transmission,Goffo et al. 2024,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,2458844.5603,2458844.5603,Table 2
TOI-4860 b,Transmission,Almenara et al. 2023,5,ExTrA,"60 cm telescopes, La Silla Observatory",0.8898,1.5264,2458844.5603,2458844.5603,Table 2
TOI-4860 b,Transmission,Almenara et al. 2023,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.7698,0.7698,2458844.5603,2458844.5603,Table 2
TOI-674 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
TOI-776 b,Transmission,Alderson et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0725,2460088.7919,2460088.7919,G395H Exotic Jedi Visit 1
TOI-776 b,Transmission,Alderson et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460088.792,2460088.792,G395H Eureka Visit 1
TOI-776 b,Transmission,Alderson et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460105.2859,2460105.2859,G395H Eureka Visit 2
TOI-776 b,Transmission,Alderson et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8731,5.0727,2460105.2859,2460105.2859,G395H Exotic Jedi Visit 2
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460092.134,2460092.134,G395H Eureka Visit 2
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0726,2458844.5603,2458844.5603,G395H Tiberius Combined
TOI-776 c,Transmission,Teske et al. 2025,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,2460076.4687,2460076.4687,G395H Eureka Visit 1
